ds,yhat,yhat_lower,yhat_upper
2018-09-19,4.523581668828732,3.113017127650681,5.91234277391801
2018-09-20,4.715007208577469,3.335849676230159,6.151866580935478
2018-09-21,4.7326450547187315,3.2672167818867464,6.10844698405567
2018-09-22,4.601854610534492,3.234651661020657,6.0456870635127435
2018-09-23,4.634812352731529,3.1431895832239647,6.109823850938172
2018-09-24,4.739722083544223,3.1747921411683553,6.142901023268905
2018-09-25,4.683793000942667,3.2696177944603635,6.136734242225279
2018-09-26,4.6087600390354835,3.2334926145888483,6.096556053893025
2018-09-27,4.794213628187472,3.3965635255884634,6.269438790563603
2018-09-28,4.806319420527813,3.329492854438303,6.284305300652111
2018-09-29,4.670468665321278,3.300777287294724,6.135748242286658
2018-09-30,4.698838417389267,3.2072396032462556,6.0854239684064195
2018-10-01,4.799603242949824,3.284644198323524,6.129445009429605
2018-10-02,4.73991571929079,3.2913267234157013,6.107968522876666
2018-10-03,4.66143009055247,3.2383460266224797,6.016447366260685
2018-10-04,4.843636112866438,3.4585640520496046,6.30769279842044
2018-10-05,4.852583495496521,3.342447359834649,6.171121977217125
2018-10-06,4.713537464911485,3.1268092516537176,6.0431437785880675
2018-10-07,4.738544463823811,3.283297094244802,6.140252354405453
2018-10-08,4.835649469983521,3.367093540126516,6.177194563661312
2018-10-09,4.771823439472753,3.3319292182885607,6.117455014894685
2018-10-10,4.688668102877673,3.2606770901636777,6.118475540413435
2018-10-11,4.865578883914417,3.421321932246321,6.257551994659511
2018-10-12,4.868532280622065,3.4796482208500183,6.259886169230092
2018-10-13,4.722745049763789,3.339656213429976,6.081893111380984
2018-10-14,4.74024269768061,3.254921794622876,6.108557320576439
2018-10-15,4.829078670359272,3.3498211440563215,6.183667877864431
2018-10-16,4.75632129333906,3.3739287584979114,6.206785476799891
2018-10-17,4.663582611217155,3.261803110606207,6.136808686996466
2018-10-18,4.830355987241254,3.39180600149915,6.267412416908395
2018-10-19,4.822742741860358,3.3563705082110746,6.238886373104257
2018-10-20,4.666108278309703,3.213422629720228,6.187488287856863
2018-10-21,4.672646679676928,3.3350891944057413,6.109160115142462
2018-10-22,4.750595286848566,3.2947454689448374,6.119354120122977
2018-10-23,4.66721644731035,3.215224850224187,6.102311894022402
2018-10-24,4.564320742429481,3.1723622721327915,5.965214794674209
2018-10-25,4.72159872533326,3.3507885035133373,6.20644693629012
2018-10-26,4.705341628463265,3.2050577416745396,6.181407867545257
2018-10-27,4.541091672201643,3.0968655116764823,6.004747381109419
2018-10-28,4.541201139908234,3.0618856855957106,6.05443064137568
2018-10-29,4.614041901730356,3.1751995085228626,5.986762569964714
2018-10-30,4.526982736912586,3.1977282595269396,5.8898819423929325
2018-10-31,4.421908903909801,2.978866780262429,5.93645308474274
2018-11-01,4.578551109636712,3.1262824827710083,6.0556632860905575
2018-11-02,4.563204430018514,3.225146030041487,5.990940366066861
2018-11-03,4.401377877250563,2.9499500359813777,5.748124186831312
2018-11-04,4.405353812001193,3.008257116486807,5.862450374916205
2018-11-05,4.4833988835483645,3.0753283767543533,5.943242387657454
2018-11-06,4.40274381577204,2.815232264811457,5.792548587903533
2018-11-07,4.3051064248714255,2.8984732493040433,5.820765055922976
2018-11-08,4.470024926808818,3.120689513496761,5.958011310465199
2018-11-09,4.4635819660655915,3.103254860951782,5.862493437271377
2018-11-10,4.311059916769992,2.909532972146082,5.741994911269904
2018-11-11,4.324506490478951,2.9623769795208537,5.795392937972466
2018-11-12,4.411952154867043,2.962581503017133,5.788415697679687
2018-11-13,4.340396492946635,2.878395483144683,5.811506223191911
2018-11-14,4.251337696396611,2.8098155040893893,5.609946901001206
2018-11-15,4.424112060409077,3.0433425024200993,5.815440597829693
2018-11-16,4.424623728410508,2.9770745454914307,5.841752631067657
2018-11-17,4.278005067326849,2.805722556195436,5.724553451421471
2018-11-18,4.296186555226723,2.8988562401161033,5.710080121332014
2018-11-19,4.387117555718854,2.8993317529219405,5.856286381682891
2018-11-20,4.317755005332299,2.9000246852897495,5.826694088815215
2018-11-21,4.2295941337715774,2.8311859576245006,5.785609117227319
2018-11-22,4.402008042773696,2.9376571136366456,5.854183568105027
2018-11-23,4.400976383634859,3.0229479491443425,5.947973151812546
2018-11-24,4.2517435395837975,2.793505011726599,5.644005475138482
2018-11-25,4.266385253563881,2.8614680278179874,5.681587355183486
2018-11-26,4.353025166123989,2.7337948796894462,5.714513120602189
2018-11-27,4.278818409126622,2.8637016566026654,5.612760146802899
2018-11-28,4.185476520344207,2.6809453603576148,5.598103330939837
2018-11-29,4.352600671452439,2.917865721334974,5.809754309621525
2018-11-30,4.34640363302447,2.9262554819649647,5.799196459407404
2018-12-01,4.1923610777128815,2.7406652451552866,5.629601107959582
2018-12-02,4.202771362950457,2.777483307620269,5.55543829750033
2018-12-03,4.285965458550006,2.860094292104734,5.709851667426442
2018-12-04,4.2092843596154355,2.773644125918776,5.673853811892609
2018-12-05,4.114598432795656,2.8234799036181757,5.4833515377974145
2018-12-06,4.281635854221735,2.8703185278677603,5.664059717437092
2018-12-07,4.2767007064699,2.80036862593932,5.709235091131661
2018-12-08,4.125321453086977,2.755878387238664,5.5665721544824605
2018-12-09,4.139809019403468,2.692378210515608,5.497043548069257
2018-12-10,4.228466199782499,2.74935856548493,5.667040014517556
2018-12-11,4.158565752069429,2.7356193761462047,5.763265262740437
2018-12-12,4.071871612521946,2.6389024915276447,5.469913229297033
2018-12-13,4.247970339913359,2.8040895412700793,5.66394153814729
2018-12-14,4.252993272966203,2.766762483864421,5.6789417973748515
2018-12-15,4.112270005163252,2.7116120771934185,5.513687167517409
2018-12-16,4.137892263100722,2.75462340445893,5.664830171712909
2018-12-17,4.237929741921346,2.9083328544480453,5.583738539069321
2018-12-18,4.179280146730334,2.6570938062932967,5.592530381572816
2018-12-19,4.103602303275554,2.5365180519501282,5.510195289703246
2018-12-20,4.29024997882191,2.78808871528025,5.795602506576831
2018-12-21,4.3051359468948975,2.8337363232365917,5.69014431771863
2018-12-22,4.1733920638138295,2.661077141900777,5.4721358722040705
2018-12-23,4.20693917286381,2.7922866042163297,5.583006743643114
2018-12-24,4.313708209077668,2.8928878143630814,5.772594469513675
2018-12-25,4.260629519991643,2.833160192708557,5.694405693383516
2018-12-26,4.1891645020564905,2.865796780731111,5.573032773917207
2018-12-27,4.378646349429591,2.9552007251593184,5.89492219623109
2018-12-28,4.395010118092226,3.0023534968350396,5.810187084289617
2018-12-29,4.263452467251603,2.8838568103631292,5.742151749667742
2018-12-30,4.295999968440136,2.860835405959147,5.605144903810481
2018-12-31,4.40072739235569,2.9675977362263186,5.837217972541702
2019-01-01,4.344743061511797,2.854493077655618,5.715163174112491
2019-01-02,4.269715474803423,2.9589000224033204,5.728658894825049
2019-01-03,4.455208137927032,2.946709853230591,5.820609799106754
2019-01-04,4.4674029668322115,3.095410195383478,5.945889996571582
2019-01-05,4.33175281277512,2.962275708208388,5.710569753501322
2019-01-06,4.360542203170782,2.855325776459772,5.689299714405619
2019-01-07,4.462097923419015,3.0164724839307486,5.853748669707595
2019-01-08,4.403766748180718,2.923651673725542,5.959831927254965
2019-01-09,4.327434747574994,2.845415991547365,5.756443470206593
2019-01-10,4.5128553142933665,3.1168885908182475,5.826313970108408
2019-01-11,4.5263664774554435,3.052081994947699,5.918737034970924
2019-01-12,4.393538231282892,2.9071075213847752,5.804597605902304
2019-01-13,4.426729127967165,2.810433688403776,5.804971824764744
2019-01-14,4.534293886218558,2.8957813079165278,5.907862634869278
2019-01-15,4.4835594177121205,3.043605070209429,5.9370618503555335
2019-01-16,4.416343755287851,2.8980038346870276,5.898961148159535
2019-01-17,4.612285050116152,3.1129555437072005,6.066015629922783
2019-01-18,4.63756118697206,3.2109782799267887,6.044651190143499
2019-01-19,4.517540691455995,3.049985170250726,6.009616563114852
2019-01-20,4.564344088117618,3.2249618218420597,6.067715998888482
2019-01-21,4.686057336831165,3.3620564677861213,6.0462362643282415
2019-01-22,4.649714595154848,3.304201129259833,6.039473060867272
2019-01-23,4.596824609965348,3.0730687455371446,5.961726151374323
2019-01-24,4.806707703934942,3.281777436012314,6.330429017530192
2019-01-25,4.845223688890503,3.4732147948986376,6.299890560015428
2019-01-26,4.737431153367127,3.398634463157666,6.1506365181122
2019-01-27,4.795157053701442,3.267963930862766,6.151130171035025
2019-01-28,4.926218009751574,3.502314245567298,6.2694426551592795
2019-01-29,4.897410336359389,3.420370855198034,6.364438533443282
2019-01-30,4.85004291299087,3.438408564588118,6.2971503763201655
2019-01-31,5.0632796776083735,3.65244894410301,6.563058552959993
2019-02-01,5.1028719236983635,3.6830897792187334,6.517345394051201
2019-02-02,4.993820725317916,3.4634090054088675,6.48358301049596
2019-02-03,5.04794833116481,3.583976732563652,6.45749908270739
2019-02-04,5.17311987695776,3.743235875888365,6.610451105353564
2019-02-05,5.136232433468772,3.7230155085092127,6.597505102207506
2019-02-06,5.078745517217086,3.6071742439431724,6.5394512361915424
2019-02-07,5.280019912131767,3.84710483294368,6.764930414837831
2019-02-08,5.306045079261917,3.8607277908665103,6.758567479730776
2019-02-09,5.182095610702453,3.75413192302346,6.641050329176927
2019-02-10,5.220295729494914,3.7882686627438367,6.729464154780455
2019-02-11,5.328833370514989,3.90066647516533,6.714110975074734
2019-02-12,5.274941065180509,3.820056857183055,6.756118097692
2019-02-13,5.200417976506378,3.6850407133683833,6.620955603066719
2019-02-14,5.384960160288808,4.034732962521329,6.7628818457207815
2019-02-15,5.394879558570748,3.959025804366445,6.846901638745355
2019-02-16,5.255752405942221,3.8592332222400025,6.720140779587548
2019-02-17,5.279976263911222,3.787736058109115,6.649078742662831
2019-02-18,5.375977415121595,3.9226570098652425,6.761117476032267
2019-02-19,5.311186014879541,3.84109826365489,6.7277172070555125
2019-02-20,5.227553494371774,3.7140418187334223,6.62298252337277
2019-02-21,5.404879408413753,3.9908081528317725,6.845711850233851
2019-02-22,5.409528317139224,3.9907643282890715,6.806624304908715
2019-02-23,5.267077429494162,3.8291404296430387,6.609989939264289
2019-02-24,5.2898742340781295,3.916976876042047,6.789584767173903
2019-02-25,5.386245822340176,3.997469060160787,6.797666091456439
2019-02-26,5.323319723944464,3.892361095285202,6.752660357229731
2019-02-27,5.243018225926943,3.7634463680794425,6.635540792896347
2019-02-28,5.424918092164156,4.0218066874376985,6.724836970531149
2019-03-01,5.435131265485439,4.004250592161744,6.846405080040136
2019-03-02,5.2989595279605455,3.8235666382596945,6.7543183719380835
2019-03-03,5.3284596638829775,3.9070891617695414,6.764160991326269
2019-03-04,5.431660622514935,4.0477680152746105,6.845621354148426
2019-03-05,5.375549801109297,3.9747927561973997,6.84188317596748
2019-03-06,5.301602631364787,3.87663030096925,6.857893079371972
2019-03-07,5.489122325604515,4.073012426897181,6.9895721214417454
2019-03-08,5.503970019697567,4.041961119988285,6.908065506955711
2019-03-09,5.371225682317024,3.968416244165416,6.763973353356262
2019-03-10,5.402758661845429,4.018826049224768,6.90361189768815
2019-03-11,5.506449235556512,4.006253459461863,6.881946851801526
2019-03-12,5.449178178452183,4.0944293943890955,6.829950178302884
2019-03-13,5.372358463641281,3.8736931218349504,6.9032225520114885
2019-03-14,5.5552759127221085,4.109429927809189,7.041089499525501
2019-03-15,5.563819029462817,4.085454073436266,7.052944648658585
