ds,yhat,yhat_lower,yhat_upper
2018-01-01,4.2657143808189275,2.710288014154336,5.703200455601998
2018-01-02,4.209102573799509,2.7654127548803276,5.63747868536706
2018-01-03,4.133515431838992,2.7220414086426983,5.616418687447763
2018-01-04,4.31856403510233,2.949171018367408,5.762645825959693
2018-01-05,4.33047516410026,2.9009821336596633,5.7582262591657365
2018-01-06,4.194742449665222,2.754370409627893,5.646266907768983
2018-01-07,4.223685840486296,2.7564368803862997,5.641508151530847
2018-01-08,4.325661050581658,2.9228166553559722,5.786563329587302
2018-01-09,4.268036328624472,2.895022425146921,5.736032873177378
2018-01-10,4.192711003342889,2.8115270142503843,5.704041632550717
2018-01-11,4.379442974172397,2.892581460594772,5.720570870870599
2018-01-12,4.394565729948357,3.0173658883304855,5.927350713919427
2018-01-13,4.263635633948691,2.787609432589937,5.696545744206877
2018-01-14,4.2989887278123184,2.856589691285161,5.708011476842705
2018-01-15,4.408948801850287,3.064478649905708,5.781244466772469
2018-01-16,4.3608041228704435,2.9636279187782444,5.753405817290051
2018-01-17,4.296327285515494,2.8630369488372516,5.6887645206537965
2018-01-18,4.495105330148796,3.1208467821996,5.865303697892788
2018-01-19,4.5232606466116385,3.1170992644527598,6.00872768097172
2018-01-20,4.406103303052078,3.0997330614460656,5.827127602421407
2018-01-21,4.4556939202774535,3.0153016482015293,5.893899124715955
2018-01-22,4.580058677694666,3.146808487815342,6.102221359088955
2018-01-23,4.54617365565065,3.1330318023004042,6.013121857667677
2018-01-24,4.495492774101446,3.127933274339916,5.9025301642195425
2018-01-25,4.707286250612823,3.172097755964041,6.05683443135407
2018-01-26,4.747369869112075,3.2238172283945423,6.137092336301979
2018-01-27,4.640765469225816,3.197555396666156,6.062118063018303
2018-01-28,4.6992715522058734,3.2344916746697394,6.093222767476652
2018-01-29,4.830685376289313,3.471058095488793,6.347532599760863
2018-01-30,4.801793550270158,3.41319582706625,6.249488019018331
2018-01-31,4.753905211856014,3.3231527995089993,6.293378240078065
2018-02-01,4.966194567991132,3.5801653496243957,6.416271465986085
2018-02-02,5.004432974363037,3.5169196180072078,6.44321984480383
2018-02-03,4.8936508845231215,3.480813098129654,6.471138540393649
2018-02-04,4.945708522242479,3.460601392947342,6.453884372385263
2018-02-05,5.0685166457685416,3.5268697094613657,6.39869085199284
2018-02-06,5.0290244468542555,3.5211498825134537,6.52336001926547
2018-02-07,4.968748742580754,3.5348465974207572,6.333209945186464
2018-02-08,5.167111343879285,3.667849863789827,6.5851226838020676
2018-02-09,5.190164917026431,3.7019007289500467,6.574564264344194
2018-02-10,5.06324783598838,3.6559235395770133,6.46565740077843
2018-02-11,5.098547070412803,3.7428247839278335,6.497357069389329
2018-02-12,5.20431068748092,3.8520355998839877,6.603453625559931
2018-02-13,5.1478272325976535,3.706262180018187,6.665882841623371
2018-02-14,5.070946375388044,3.6333068340976826,6.571573091439316
2018-02-15,5.253407933419166,3.8416096902512513,6.777725045606532
2018-02-16,5.261559812134935,3.8633941765411612,6.695150021372782
2018-02-17,5.121005568717725,3.691919395748451,6.616351758646084
2018-02-18,5.144160836379303,3.614264584291008,6.625895279353723
2018-02-19,5.239460355651677,3.9735288897848,6.757493290875909
2018-02-20,5.174333018138892,3.6878659034882526,6.518049798257115
2018-02-21,5.090719418063875,3.6213120095566613,6.371775491387918
2018-02-22,5.2683990984570315,3.8617773359071688,6.7579488872252815
2018-02-23,5.2737080685920334,3.804538154971307,6.6836736946728585
2018-02-24,5.132187301387304,3.6690037482191533,6.64006437675549
2018-02-25,5.156141411361712,3.7651601473299596,6.6058670131588935
2018-02-26,5.253849188145284,3.8750494016989285,6.7148819175684835
2018-02-27,5.19254328601279,3.7442237381382175,6.570299392679659
2018-02-28,5.113933429527154,3.7228324286018517,6.628510528792052
2018-03-01,5.297540160604915,3.908752463651761,6.707723841393451
2018-03-02,5.309419520518429,3.851671250655217,6.744490752133972
2018-03-03,5.174819176125491,3.76012830177095,6.614060464665011
2018-03-04,5.205744980881447,3.7660907759960796,6.63414935712012
2018-03-05,5.31017943088303,3.928582695036763,6.617183120353772
2018-03-06,5.25506910299265,3.7900546608829617,6.65252187730884
2018-03-07,5.181855228953446,3.7431749046845084,6.414808061951742
2018-03-08,5.369814237541828,3.877984383305903,6.727184272306563
2018-03-09,5.38478848317839,3.9817137403222733,6.838247615599764
2018-03-10,5.2518475180299715,3.7859709829522634,6.707584122118812
2018-03-11,5.282858772764558,3.895579337571901,6.74503446179701
2018-03-12,5.38570901083322,4.063302077956124,6.939217336620398
2018-03-13,5.327293580029677,3.845575068893637,6.729133139500339
2018-03-14,5.249047587290319,3.8373464506789086,6.582663881681124
2018-03-15,5.430285830813025,3.951569454613095,6.911654214234049
2018-03-16,5.436931748929175,3.931290217358321,6.865287563245759
2018-03-17,5.294175811647514,3.7543097761905333,6.760960754848104
2018-03-18,5.314042320069691,3.8675643475535533,6.710697348645564
2018-03-19,5.404606104616281,3.9507354911835084,6.791659729941706
2018-03-20,5.332976294453399,3.8465457189178216,6.82712889479174
2018-03-21,5.240821448830895,3.7342103119031016,6.531589395973103
2018-03-22,5.407703066006377,4.0020928307497305,6.8073239324454695
2018-03-23,5.3997979127215805,3.977026853560059,6.957735804652072
2018-03-24,5.242549789744212,3.9230024335068436,6.644615549274287
2018-03-25,5.248229883117278,3.8115179600443247,6.6370536118595815
2018-03-26,5.325147368013469,3.805769295371468,6.732367210311645
2018-03-27,5.24062759979371,3.851014101754101,6.676206979762694
2018-03-28,5.136532327001068,3.7572433626418014,6.549415153623594
2018-03-29,5.292589063874743,3.9107985252420754,6.6965527307295165
2018-03-30,5.275110161993038,3.852848234610528,6.783669488905596
2018-03-31,5.109642265505672,3.6816236435582885,6.494736594395456
2018-04-01,5.108525339349868,3.7934677827985235,6.593508572813139
2018-04-02,5.1801029471842694,3.698898237662399,6.607650554258445
2018-04-03,5.091701093868577,3.6638907629677306,6.476413538841602
2018-04-04,4.9851500188993825,3.6044271559095105,6.304787049524329
2018-04-05,5.140116003506476,3.7128752838956163,6.551292382368736
2018-04-06,5.122823632290318,3.648966887434416,6.533824270464819
2018-04-07,4.958709074688324,3.566696410542947,6.49033849132993
2018-04-08,4.959983440006362,3.5075427076746184,6.469717074504384
2018-04-09,5.034847735048807,3.6278710399937157,6.503948162444784
2018-04-10,4.950476584119915,3.655997216424968,6.33685770606766
2018-04-11,4.848544940292085,3.353074566433257,6.318193357651063
2018-04-12,5.008564695571233,3.6141343130794668,6.518828253054514
2018-04-13,4.996611482925412,3.5782692019696283,6.454245713182477
2018-04-14,4.837982099223232,3.4259922558122993,6.3164811333929665
2018-04-15,4.84476148225862,3.440352223837734,6.265998078323511
2018-04-16,4.925040669591518,3.557395684951604,6.438744090292347
2018-04-17,4.845902819740017,3.353071283575012,6.192370747161067
2018-04-18,4.748951469703436,3.2901772315662567,6.080349165377015
2018-04-19,4.913647907140161,3.5382405911641213,6.327079311430399
2018-04-20,4.906037947116105,3.4547952186324355,6.306332639244286
2018-04-21,4.751408565361949,3.2528196064789783,6.242429261711417
2018-04-22,4.7618533690170874,3.3125290494138717,6.219380914952658
2018-04-23,4.845488403423266,3.3866698065164513,6.243557033730451
2018-04-24,4.769435466865502,3.366319593440284,6.2218385911755325
2018-04-25,4.675347215889712,3.236546684901781,6.108586815237621
2018-04-26,4.842741061832115,3.3027166883233385,6.311326433144836
2018-04-27,4.837722280278401,3.416178956891323,6.193431855443122
2018-04-28,4.68563692236836,3.29538669166625,6.02188992780475
2018-04-29,4.698633646522722,3.146470093255902,6.008141801434503
2018-04-30,4.784876102896544,3.3976036709829036,6.206391244365411
2018-05-01,4.7115231679748915,3.2694747953012695,6.218069553389207
2018-05-02,4.6202514251608475,3.1988562895969266,5.990538425229704
2018-05-03,4.790586989256937,3.3366368992347444,6.242985495700837
2018-05-04,4.788627174713372,3.3225255919755674,6.271037229240803
2018-05-05,4.63969265309826,3.199020122068928,6.103724708198457
2018-05-06,4.655889251443006,3.2475153677205073,6.105048264496224
2018-05-07,4.745321032326251,3.30939798310827,6.255687507208124
2018-05-08,4.675071936842908,3.259709937437977,6.189598279482601
2018-05-09,4.586730345732818,3.136493825446469,6.032135951212902
2018-05-10,4.759723592938044,3.32699632621654,6.079811796914735
2018-05-11,4.760042846815156,3.3752508266691645,6.178795368296753
2018-05-12,4.612898901444199,3.158777231119491,6.065522312513389
2018-05-13,4.630287911605546,3.2338635750481806,6.0757115979401615
2018-05-14,4.720208582860236,3.343796354508636,6.148877505954254
2018-05-15,4.649647961256951,3.249511948945458,6.045539451810548
2018-05-16,4.5601100384494275,3.2331904412480115,5.950896842279178
2018-05-17,4.730954068620963,3.406711499514357,6.133818701273087
2018-05-18,4.728122880600089,3.2098804290560494,6.093947176619889
2018-05-19,4.576801606043737,3.137766827251424,5.951014137525383
2018-05-20,4.588985749933413,3.083851682644683,5.936665291421928
2018-05-21,4.672700025222521,3.240514114586396,6.136217988451393
2018-05-22,4.594985026474474,3.221947427287562,6.0417288273282255
2018-05-23,4.497425916468635,2.990949656246471,5.974176709093403
2018-05-24,4.659489992972764,3.1920401202346005,6.21791763507764
2018-05-25,4.647253431504175,3.214243738496802,6.072622246541235
2018-05-26,4.486057650959988,3.1616211195080295,6.017945964541621
2018-05-27,4.488074284085384,3.0285698255080447,5.91638128603467
2018-05-28,4.561520252955337,3.1405553894124996,6.049946770474792
2018-05-29,4.473640124642647,3.023933459498336,5.8469944812391725
2018-05-30,4.366230034826681,2.9490110910787917,5.737951255498651
2018-05-31,4.518970187229812,3.166271759529635,5.891132224098564
2018-06-01,4.498146360149513,3.0483266004382967,5.876484500460469
2018-06-02,4.329301021054297,2.9182673797116796,5.705416753479932
2018-06-03,4.32479318249869,2.8096817410611443,5.636067980262066
2018-06-04,4.393008649054338,2.9890724195868335,5.760817635480152
2018-06-05,4.301337972777583,2.9561287543880876,5.6849997344099465
2018-06-06,4.191696535830557,2.8796011427859844,5.703041905661411
2018-06-07,4.343853883412076,2.957816178600674,5.844764599022028
2018-06-08,4.3241528344180855,2.860354057786205,5.7494800913174835
2018-06-09,4.158159044743169,2.638698484044953,5.581894360765389
2018-06-10,4.158220205927237,2.688342942131922,5.6196806020456656
2018-06-11,4.232676552072654,2.683232788440664,5.667150094202134
2018-06-12,4.148839988806998,2.7479971943679335,5.614622070620945
2018-06-13,4.048516232093755,2.5011323118422233,5.5068415678706195
2018-06-14,4.211337022987653,2.7319173662934917,5.604760255565909
2018-06-15,4.203482864032564,2.7872894250376268,5.7081575417650905
2018-06-16,4.050336848177666,2.535213167524871,5.424557253111673
2018-06-17,4.064048639587207,2.620514801122321,5.560996982851462
2018-06-18,4.15275014030099,2.8134618319668805,5.605857281298826
2018-06-19,4.0835400060188665,2.606421676898738,5.496516673896592
2018-06-20,3.9980112412552096,2.6666722170878505,5.438980968403918
2018-06-21,4.175588780113248,2.8054617382333937,5.619054963636417
2018-06-22,4.182257340995497,2.6930193853166617,5.677600258832552
2018-06-23,4.043219976026791,2.5936001758789464,5.467743469757801
2018-06-24,4.070466236265014,2.6605594863673407,5.583720742021669
2018-06-25,4.171991364417856,2.7743435187462078,5.5496112293981135
2018-06-26,4.114783575882755,2.7463197393220686,5.523941337404965
2018-06-27,4.040353578903061,2.610421312943882,5.455080310899248
2018-06-28,4.228073186082795,2.6590106261031767,5.662199609206593
2018-06-29,4.24390327880881,2.913033458916545,5.610768300529615
2018-06-30,4.113051546695967,2.6922526028877054,5.5497646881868965
2018-07-01,4.147538952691349,2.7572615694505873,5.482357439705175
2018-07-02,4.255416392530289,2.80490648360154,5.717760247009773
2018-07-03,4.2037486921491976,2.8955055597695933,5.591266284722867
2018-07-04,4.134140200044783,2.679390983763233,5.522512928024691
2018-07-05,4.326068953289816,2.894099165377953,5.814302568172757
2018-07-06,4.345609821757057,2.8386131040361704,5.785108026452948
2018-07-07,4.218087207899866,2.801604487130795,5.630223717350311
2018-07-08,4.25563641554908,2.7847242176394627,5.660630936485208
2018-07-09,4.3664153218711474,2.820087143891769,5.7104223048407174
2018-07-10,4.3175836591596255,2.9523946059984243,5.851284705681027
2018-07-11,4.250824319115094,2.8374209969876385,5.764611688642963
2018-07-12,4.445673801803307,2.936578675562662,6.0708050814231935
2018-07-13,4.468242340627457,2.9884597775149904,5.895369966514798
2018-07-14,4.343864386819645,2.942909085700151,5.770173054316691
2018-07-15,4.38465864895583,2.9180592592697816,5.75683036367116
2018-07-16,4.498739376952665,3.0016808759658784,5.942833237037574
2018-07-17,4.453196223821615,3.0567280778120174,5.9962581054587965
2018-07-18,4.389617094706874,2.9103262073488354,5.888485319486723
2018-07-19,4.587421072319784,3.299460813571295,6.064939380831577
2018-07-20,4.612581887824946,3.203159449146818,6.123051738270003
2018-07-21,4.490282530768937,3.174130035333936,5.902002239767673
2018-07-22,4.532480078451504,3.170820534717628,5.909788012022511
2018-07-23,4.647122297116513,3.248708348582214,6.022847959498557
2018-07-24,4.601133193043629,3.2536120179776487,5.9768529115319735
2018-07-25,4.535941754238492,3.066438862833139,5.943317152713797
2018-07-26,4.7308207942506755,3.319177193591164,6.166319614819547
2018-07-27,4.751616186052992,3.32794943128762,6.125844732149301
2018-07-28,4.623406900228027,3.171583986616475,6.036061225981819
2018-07-29,4.658074755675771,3.1806704952164027,6.0490543016743485
2018-07-30,4.7635252753030874,3.281280975675872,6.19340037863559
2018-07-31,4.706676681902969,3.3007572624857486,6.254147579362447
2018-08-01,4.628991154383172,3.2389407832741437,6.038949507607618
2018-08-02,4.80981515861677,3.3425566679059635,6.196430786125921
2018-08-03,4.815109074727686,3.3112350690836574,6.140535080922782
2018-08-04,4.670106497556368,3.198945697955684,6.096245841292076
2018-08-05,4.6868821138968935,3.183864601030656,6.0959486785246355
2018-08-06,4.773569576758618,3.2841412616766985,6.263053983427809
2018-08-07,4.697346471841049,3.2741869671477764,6.157855542128559
2018-08-08,4.59996058620041,3.112882540930572,6.052181014053072
2018-08-09,4.761064413625434,3.318233080744588,6.18029546959139
2018-08-10,4.7469382612261395,3.2015789997627033,6.184317512249522
2018-08-11,4.583142500090661,3.1387028765846394,5.928479526456038
2018-08-12,4.582078045653137,3.1284264059482423,6.012161360571587
2018-08-13,4.6521966820064655,3.128438351864664,6.07304198774393
2018-08-14,4.560978525645201,3.243127143462273,6.014084002397998
2018-08-15,4.450451039675289,3.0080384135716827,5.930057500489647
2018-08-16,4.600516729097462,3.1270117555427315,5.933930871040704
2018-08-17,4.577670067266024,3.2562427133186547,5.986769615867521
2018-08-18,4.407644366176199,2.9963508598565154,5.79745965381511
2018-08-19,4.402967825371319,2.872976871053759,5.855182069093589
2018-08-20,4.472170497897265,3.101252922390644,5.879808207741335
2018-08-21,4.382759564451109,2.87319485770877,5.727710969775481
2018-08-22,4.2767373910634525,2.8987124531134207,5.7630611984506075
2018-08-23,4.433929531972614,3.0367220135481356,5.961950688578979
2018-08-24,4.420703224608626,2.954882637163451,5.821648198350819
2018-08-25,4.262617051903409,2.8849316032237713,5.666029968534842
2018-08-26,4.271980936033881,2.9179149026755926,5.736568108760117
2018-08-27,4.357068099940968,3.0225008039005794,5.746944551609663
2018-08-28,4.285096257182901,2.7811987458767233,5.669832940795024
2018-08-29,4.197752349905747,2.7112779709834314,5.679040916753406
2018-08-30,4.3745278204630065,2.8651584654627817,5.807386908356838
2018-08-31,4.381444771787039,2.813678975784342,5.912840889959966
2018-09-01,4.243713489620026,2.8450995345223404,5.753638624701515
2018-09-02,4.273300283938521,2.837822198175481,5.689964018632064
2018-09-03,4.378147080307015,2.956188540797604,5.852916333345598
2018-09-04,4.325159822986772,2.8097288987762985,5.803713311686262
2018-09-05,4.255739823313828,2.8315318353645957,5.775799787847958
2018-09-06,4.4491248702358845,3.110359882163923,5.869876725733686
2018-09-07,4.471120311788096,3.0660377862619757,5.95268517673784
2018-09-08,4.346760460637206,2.8243762516993414,5.803929359355172
2018-09-09,4.387879190665605,2.9379680800166295,5.810082942493534
2018-09-10,4.502331097007708,3.1602611567470023,5.903258782197418
2018-09-11,4.456980256555217,3.0736553334429915,5.862290807209231
2018-09-12,4.393230731699371,2.880705106546185,5.754300623502473
2018-09-13,4.59036567703862,3.142732556510411,5.940972914087389
2018-09-14,4.614275332864862,3.2033725553297194,6.030192240950807
2018-09-15,4.4901143634101786,3.0336243105432126,5.944800465482319
2018-09-16,4.529867538347097,3.107426384090467,6.026421335004675
2018-09-17,4.641565284147677,3.280876698497664,6.099887007061629
2018-09-18,4.592266314640288,3.120073003124642,6.004526074818985
